replicate	generation	Ktl	Kce	Kbr	Htl	Hce	Hbr	Dtl	Dce	Dbr
0	275	92	92	92	-0	-0	-0	0	0	0
0	276	92	92	92	-0	-0	-0	0	0	0
0	277	92	92	92	-0	-0	-0	0	0	0
0	278	92	92	92	-0	-0	-0	0	0	0
0	279	92	92	92	-0	-0	-0	0	0	0
0	280	96	92	92	0.116115	-0	-0	0.015625	0	0
0	281	96	92	92	0.116115	-0	-0	0.015625	0	0
0	282	96	92	92	0.116115	-0	-0	0.015625	0	0
0	283	96	92	92	0.116115	-0	-0	0.015625	0	0
0	284	97	92	92	0.200622	-0	-0	0.03125	0	0
0	285	97	92	92	0.272971	-0	-0	0.046875	0	0
0	286	97	92	92	0.272971	-0	-0	0.046875	0	0
0	287	100	92	92	0.395538	-0	-0	0.078125	0	0
0	288	99	92	92	0.33729	-0	-0	0.0625	0	0
0	289	101	92	92	0.543564	-0	-0	0.125	0	0
0	290	102	92	92	0.498028	-0	-0	0.109375	0	0
0	291	103	92	92	0.661976	-0	-0	0.171875	0	0
0	292	102	92	92	0.585873	-0	-0	0.140625	0	0
0	293	104	92	92	0.728134	-0	-0	0.203125	0	0
0	294	104	92	92	0.625262	-0	-0	0.15625	0	0
0	295	105	92	92	0.78556	-0	-0	0.234375	0	0
0	296	103	92	92	0.585873	-0	-0	0.140625	0	0
0	297	100	92	92	0.696212	-0	-0	0.1875	0	0
0	298	102	92	92	0.543564	-0	-0	0.125	0	0
0	299	100	92	92	0.543564	-0	-0	0.125	0	0
0	300	100	92	92	0.585873	-0	-0	0.140625	0	0
0	301	100	92	92	0.543564	-0	-0	0.125	0	0
0	302	100	92	92	0.585873	-0	-0	0.140625	0	0
0	303	100	92	92	0.661976	-0	-0	0.171875	0	0
0	304	100	92	92	0.661976	-0	-0	0.171875	0	0
0	305	101	92	92	0.661976	-0	-0	0.171875	0	0
0	306	102	92	92	0.625262	-0	-0	0.15625	0	0
0	307	103	92	92	0.625262	-0	-0	0.15625	0	0
0	308	104	92	92	0.625262	-0	-0	0.15625	0	0
0	309	104	92	92	0.543564	-0	-0	0.125	0	0
0	310	103	92	92	0.498028	-0	-0	0.109375	0	0
0	311	104	92	92	0.585873	-0	-0	0.140625	0	0
0	312	105	92	92	0.543564	-0	-0	0.125	0	0
0	313	106	92	92	0.757878	-0	-0	0.21875	0	0
0	314	106	92	92	0.696212	-0	-0	0.1875	0	0
0	315	105	92	92	0.877437	-0	-0	0.296875	0	0
0	316	103	92	96	0.543564	-0	0.116115	0.125	0	0.015625
0	317	103	92	96	0.585873	-0	0.116115	0.140625	0	0.015625
0	318	100	92	97	0.395538	-0	0.200622	0.078125	0	0.03125
0	319	100	92	97	0.448864	-0	0.200622	0.09375	0	0.03125
0	320	102	92	98	0.543564	-0	0.272971	0.125	0	0.046875
0	321	102	92	99	0.728134	-0	0.395538	0.203125	0	0.078125
0	322	105	92	99	0.625262	-0	0.200622	0.15625	0	0.03125
0	323	106	92	97	0.835116	-0	0.200622	0.265625	0	0.03125
0	324	104	92	97	0.585873	-0	0.200622	0.140625	0	0.03125
0	325	101	92	97	0.696212	-0	0.33729	0.1875	0	0.0625
0	326	106	92	99	0.728134	-0	0.448864	0.203125	0	0.09375
0	327	108	92	99	0.942163	-0	0.33729	0.359375	0	0.0625
0	328	109	92	98	0.835116	-0	0.272971	0.265625	0	0.046875
0	329	105	92	97	0.928362	-0	0.272971	0.34375	0	0.046875
0	330	105	92	99	0.857148	-0	0.33729	0.28125	0	0.0625
0	331	105	92	97	0.661976	-0	0.448864	0.171875	0	0.09375
0	332	104	92	100	0.661976	-0	0.448864	0.171875	0	0.09375
0	333	103	92	101	0.585873	-0	0.585873	0.140625	0	0.140625
0	334	102	92	101	0.625262	-0	0.448864	0.15625	0	0.09375
0	335	102	92	102	0.543564	-0	0.498028	0.125	0	0.109375
0	336	102	92	101	0.395538	-0	0.543564	0.078125	0	0.125
0	337	101	92	100	0.448864	-0	0.498028	0.09375	0	0.109375
0	338	102	92	100	0.448864	-0	0.498028	0.09375	0	0.109375
0	339	100	92	102	0.543564	-0	0.585873	0.125	0	0.140625
0	340	102	92	101	0.448864	-0	0.498028	0.09375	0	0.109375
0	341	101	92	102	0.33729	-0	0.661976	0.0625	0	0.171875
0	342	103	92	103	0.498028	-0	0.448864	0.109375	0	0.09375
0	343	102	92	101	0.395538	-0	0.543564	0.078125	0	0.125
0	344	99	92	101	0.448864	-0	0.585873	0.09375	0	0.140625
0	345	100	92	101	0.200622	-0	0.585873	0.03125	0	0.140625
0	346	96	92	100	0.116115	-0	0.661976	0.015625	0	0.171875
0	347	97	92	102	0.200622	-0	0.757878	0.03125	0	0.21875
0	348	96	92	102	0.116115	-0	0.661976	0.015625	0	0.171875
0	349	97	92	103	0.200622	-0	0.757878	0.03125	0	0.21875
0	350	97	92	102	0.116115	-0	0.661976	0.015625	0	0.171875
0	351	98	92	103	0.272971	-0	0.857148	0.046875	0	0.28125
0	352	102	92	105	0.272971	-0	0.661976	0.046875	0	0.171875
0	353	97	92	102	0.116115	-0	0.835116	0.015625	0	0.265625
0	354	92	92	103	-0	-0	0.585873	0	0	0.140625
0	355	92	92	103	-0	-0	0.585873	0	0	0.140625
0	356	92	92	103	-0	-0	0.625262	0	0	0.15625
0	357	97	92	104	0.200622	-0	0.78556	0.03125	0	0.234375
0	358	97	92	104	0.200622	-0	0.625262	0.03125	0	0.15625
0	359	92	92	103	-0	-0	0.661976	0	0	0.171875
0	360	96	92	104	0.116115	-0	0.696212	0.015625	0	0.1875
0	361	92	92	107	-0	-0	0.728134	0	0	0.203125
0	362	98	92	105	0.200622	-0	0.757878	0.03125	0	0.21875
0	363	98	92	103	0.272971	-0	0.696212	0.046875	0	0.1875
0	364	100	92	104	0.33729	-0	0.661976	0.0625	0	0.171875
0	365	99	92	102	0.33729	-0	0.757878	0.0625	0	0.21875
0	366	100	92	104	0.448864	-0	0.625262	0.09375	0	0.15625
0	367	101	92	101	0.448864	-0	0.498028	0.09375	0	0.109375
0	368	103	92	101	0.543564	-0	0.448864	0.125	0	0.09375
0	369	103	92	101	0.661976	-0	0.498028	0.171875	0	0.109375
0	370	102	92	100	0.625262	-0	0.448864	0.15625	0	0.09375
0	371	104	92	98	0.625262	-0	0.116115	0.15625	0	0.015625
0	372	106	97	98	0.728134	0.116115	0.116115	0.203125	0.015625	0.015625
0	373	105	97	98	0.78556	0.116115	0.200622	0.234375	0.015625	0.03125
0	374	104	98	98	0.78556	0.200622	0.200622	0.234375	0.03125	0.03125
0	375	106	98	98	0.928362	0.200622	0.200622	0.34375	0.03125	0.03125
0	376	105	99	98	0.811278	0.272971	0.200622	0.25	0.046875	0.03125
0	377	107	99	98	0.912999	0.33729	0.200622	0.328125	0.0625	0.03125
0	378	106	101	98	0.974489	0.272971	0.272971	0.40625	0.046875	0.046875
0	379	104	101	98	0.811278	0.395538	0.33729	0.25	0.078125	0.0625
0	380	105	103	99	0.585873	0.448864	0.200622	0.140625	0.09375	0.03125
0	381	103	103	98	0.585873	0.498028	0.116115	0.140625	0.109375	0.015625
0	382	100	101	98	0.448864	0.33729	0.200622	0.09375	0.0625	0.03125
0	383	100	99	98	0.625262	0.33729	0.200622	0.15625	0.0625	0.03125
0	384	103	100	92	0.728134	0.272971	-0	0.203125	0.046875	0
0	385	103	101	92	0.78556	0.272971	-0	0.234375	0.046875	0
0	386	105	100	92	0.811278	0.33729	-0	0.25	0.0625	0
0	387	105	104	96	0.811278	0.395538	0.116115	0.25	0.078125	0.015625
0	388	104	104	97	0.835116	0.498028	0.200622	0.265625	0.109375	0.03125
0	389	105	102	98	0.757878	0.448864	0.33729	0.21875	0.09375	0.0625
0	390	107	107	98	0.896038	0.661976	0.33729	0.3125	0.171875	0.0625
0	391	107	104	99	0.78556	0.625262	0.116115	0.234375	0.15625	0.015625
0	392	105	102	92	0.696212	0.498028	-0	0.1875	0.109375	0
0	393	107	103	92	0.757878	0.585873	-0	0.21875	0.140625	0
0	394	104	102	92	0.696212	0.498028	-0	0.1875	0.109375	0
0	395	102	100	92	0.661976	0.696212	-0	0.171875	0.1875	0
0	396	102	103	92	0.696212	0.448864	-0	0.1875	0.09375	0
0	397	103	103	92	0.696212	0.395538	-0	0.1875	0.078125	0
0	398	104	100	92	0.811278	0.395538	-0	0.25	0.078125	0
0	399	102	102	92	0.543564	0.448864	-0	0.125	0.09375	0
0	400	102	102	92	0.585873	0.448864	-0	0.140625	0.09375	0
0	401	102	100	92	0.625262	0.498028	-0	0.15625	0.109375	0
0	402	103	100	92	0.661976	0.661976	-0	0.171875	0.171875	0
0	403	101	101	92	0.543564	0.33729	-0	0.125	0.0625	0
0	404	103	98	92	0.661976	0.272971	-0	0.171875	0.046875	0
0	405	102	98	92	0.625262	0.448864	-0	0.15625	0.09375	0
0	406	105	101	92	0.728134	0.395538	-0	0.203125	0.078125	0
0	407	105	99	92	0.757878	0.448864	-0	0.21875	0.09375	0
0	408	104	101	92	0.757878	0.448864	-0	0.21875	0.09375	0
0	409	103	101	92	0.498028	0.543564	-0	0.109375	0.125	0
0	410	100	101	92	0.448864	0.543564	-0	0.09375	0.125	0
0	411	100	98	92	0.395538	0.498028	-0	0.078125	0.109375	0
0	412	99	98	92	0.395538	0.625262	-0	0.078125	0.15625	0
0	413	101	100	92	0.33729	0.585873	-0	0.0625	0.140625	0
0	414	101	100	92	0.33729	0.625262	-0	0.0625	0.15625	0
0	415	99	100	92	0.33729	0.728134	-0	0.0625	0.203125	0
0	416	99	102	92	0.200622	0.585873	-0	0.03125	0.140625	0
0	417	98	103	92	0.200622	0.728134	-0	0.03125	0.203125	0
0	418	98	103	92	0.116115	0.696212	-0	0.015625	0.1875	0
0	419	92	102	92	-0	0.661976	-0	0	0.171875	0
0	420	92	104	92	-0	0.877437	-0	0	0.296875	0
0	421	92	103	92	-0	0.498028	-0	0	0.109375	0
0	422	92	101	92	-0	0.448864	-0	0	0.09375	0
0	423	92	100	92	-0	0.543564	-0	0	0.125	0
0	424	92	101	92	-0	0.395538	-0	0	0.078125	0
0	425	92	99	92	-0	0.498028	-0	0	0.109375	0
0	426	92	101	92	-0	0.448864	-0	0	0.09375	0
0	427	92	100	92	-0	0.543564	-0	0	0.125	0
0	428	92	102	92	-0	0.625262	-0	0	0.15625	0
0	429	92	101	92	-0	0.696212	-0	0	0.1875	0
0	430	92	101	92	-0	0.585873	-0	0	0.140625	0
0	431	92	103	92	-0	0.757878	-0	0	0.21875	0
0	432	92	103	92	-0	0.625262	-0	0	0.15625	0
0	433	92	102	92	-0	0.696212	-0	0	0.1875	0
0	434	92	104	92	-0	0.696212	-0	0	0.1875	0
0	435	92	103	92	-0	0.696212	-0	0	0.1875	0
0	436	97	103	92	0.200622	0.78556	-0	0.03125	0.234375	0
0	437	99	102	92	0.200622	0.757878	-0	0.03125	0.21875	0
0	438	92	102	92	-0	0.728134	-0	0	0.203125	0
0	439	92	104	92	-0	0.78556	-0	0	0.234375	0
0	440	92	103	92	-0	0.857148	-0	0	0.28125	0
0	441	92	106	92	-0	0.877437	-0	0	0.296875	0
0	442	92	105	92	-0	0.965202	-0	0	0.390625	0
0	443	92	104	92	-0	0.811278	-0	0	0.25	0
0	444	92	102	92	-0	0.661976	-0	0	0.171875	0
0	445	92	106	92	-0	0.896038	-0	0	0.3125	0
0	446	97	103	92	0.116115	0.696212	-0	0.015625	0.1875	0
0	447	92	104	92	-0	0.696212	-0	0	0.1875	0
0	448	97	103	92	0.116115	0.661976	-0	0.015625	0.171875	0
0	449	97	103	92	0.116115	0.661976	-0	0.015625	0.171875	0
0	450	96	102	92	0.116115	0.728134	-0	0.015625	0.203125	0
0	451	97	102	92	0.116115	0.757878	-0	0.015625	0.21875	0
0	452	92	103	92	-0	0.625262	-0	0	0.15625	0
0	453	92	104	92	-0	0.625262	-0	0	0.15625	0
0	454	97	104	92	0.116115	0.835116	-0	0.015625	0.265625	0
0	455	98	103	92	0.272971	0.661976	-0	0.046875	0.171875	0
0	456	98	99	92	0.272971	0.661976	-0	0.046875	0.171875	0
0	457	97	102	92	0.272971	0.661976	-0	0.046875	0.171875	0
0	458	98	101	92	0.272971	0.543564	-0	0.046875	0.125	0
0	459	98	101	92	0.272971	0.585873	-0	0.046875	0.140625	0
0	460	98	101	92	0.272971	0.498028	-0	0.046875	0.109375	0
0	461	97	100	92	0.272971	0.272971	-0	0.046875	0.046875	0
0	462	97	98	92	0.272971	0.395538	-0	0.046875	0.078125	0
0	463	98	100	92	0.33729	0.33729	-0	0.0625	0.0625	0
0	464	98	99	92	0.33729	0.395538	-0	0.0625	0.078125	0
0	465	98	101	92	0.33729	0.498028	-0	0.0625	0.109375	0
