replicate	generation	window	K	H	S
0	0	1	484	0.999893	2023
0	0	2	347	2.14945	691
0	0	4	265	3.62185	210
0	0	8	237	4.74017	60
0	0	16	107	4	16
0	0	32	85	2	4
0	0	64	80	-0	1
