replicate	generation	window	K	H	S
0	279	64	79	-0	1
0	280	1	343	0.386784	310
0	280	2	261	0.965741	192
0	280	4	210	1.95808	95
0	280	8	183	3.31164	40
0	280	16	108	3.57782	14
0	280	32	86	2	4
0	280	64	79	-0	1
0	281	1	347	0.39814	323
0	281	2	268	0.987841	196
0	281	4	215	1.99942	95
0	281	8	184	3.31123	41
0	281	16	109	3.5	14
0	281	32	86	2	4
0	281	64	79	-0	1
0	282	1	344	0.39814	323
0	282	2	261	0.977914	198
0	282	4	208	1.98216	94
0	282	8	183	3.24722	40
0	282	16	109	3.57782	14
0	282	32	85	2	4
0	282	64	79	-0	1
0	283	1	344	0.399006	324
0	283	2	263	0.981216	198
0	283	4	210	1.95189	92
0	283	8	180	3.34441	41
0	283	16	108	3.625	14
0	283	32	86	2	4
0	283	64	79	-0	1
0	284	1	335	0.386784	310
0	284	2	265	0.968907	194
0	284	4	204	1.89794	92
0	284	8	179	3.16215	39
0	284	16	110	3.45282	14
0	284	32	85	2	4
0	284	64	79	-0	1
0	285	1	348	0.3903	314
0	285	2	265	0.975544	195
0	285	4	206	1.94868	91
0	285	8	179	3.21063	40
0	285	16	108	3.75	14
0	285	32	85	2	4
0	285	64	79	-0	1
0	286	1	340	0.39987	325
0	286	2	265	0.990577	200
0	286	4	213	1.98956	94
0	286	8	174	3.2373	41
0	286	16	107	3.45282	14
0	286	32	84	1.5	4
0	286	64	79	-0	1
0	287	1	358	0.410995	338
0	287	2	273	1.0057	198
0	287	4	218	2.00472	93
0	287	8	180	3.43365	42
0	287	16	110	3.625	14
0	287	32	85	2	4
0	287	64	79	-0	1
0	288	1	350	0.389423	313
0	288	2	268	0.96864	193
0	288	4	214	1.9638	94
0	288	8	174	3.2389	40
0	288	16	106	3.75	14
0	288	32	85	2	4
0	288	64	79	-0	1
0	289	1	356	0.416065	344
0	289	2	267	1.01187	195
0	289	4	221	2.06346	96
0	289	8	180	3.4024	42
0	289	16	109	3.625	14
0	289	32	86	2	4
0	289	64	79	-0	1
0	290	1	342	0.3903	314
0	290	2	265	0.968371	196
0	290	4	216	2.02471	101
0	290	8	180	3.33014	41
0	290	16	107	3.875	14
0	290	32	85	2	4
0	290	64	79	-0	1
0	291	1	357	0.416065	344
0	291	2	277	1.00378	193
0	291	4	220	2.03394	97
0	291	8	185	3.45568	42
0	291	16	110	3.75	14
0	291	32	86	2	4
0	291	64	79	-0	1
0	292	1	350	0.396407	321
0	292	2	269	0.994201	205
0	292	4	214	2.02788	102
0	292	8	189	3.51818	42
0	292	16	108	3.75	14
0	292	32	86	2	4
0	292	64	79	-0	1
0	293	1	360	0.426085	356
0	293	2	278	1.04497	205
0	293	4	223	2.09137	98
0	293	8	184	3.40121	41
0	293	16	108	3.625	14
0	293	32	86	1.5	4
0	293	64	79	-0	1
0	294	1	354	0.396407	321
0	294	2	267	0.987318	200
0	294	4	213	2.00501	98
0	294	8	178	3.2887	40
0	294	16	106	3.625	14
0	294	32	86	2	4
0	294	64	79	-0	1
0	295	1	353	0.410146	337
0	295	2	272	0.996477	190
0	295	4	213	1.99372	95
0	295	8	188	3.47006	41
0	295	16	108	3.875	14
0	295	32	86	2	4
0	295	64	79	-0	1
0	296	1	353	0.408445	335
0	296	2	271	1.00957	202
0	296	4	214	2.0319	98
0	296	8	184	3.38966	41
0	296	16	107	3.625	14
0	296	32	87	2	4
0	296	64	79	-0	1
0	297	1	343	0.387665	311
0	297	2	266	0.947098	186
0	297	4	211	1.92767	94
0	297	8	192	3.55504	43
0	297	16	108	3.625	14
0	297	32	87	2	4
0	297	64	79	-0	1
0	298	1	349	0.392051	316
0	298	2	270	0.97525	190
0	298	4	214	1.97713	95
0	298	8	181	3.37307	42
0	298	16	108	3.875	14
0	298	32	87	2	4
0	298	64	79	-0	1
0	299	1	342	0.375221	297
0	299	2	266	0.94523	186
0	299	4	203	1.86468	90
0	299	8	180	3.36349	42
0	299	16	107	3.875	14
0	299	32	87	2	4
0	299	64	79	-0	1
0	300	1	340	0.377908	300
0	300	2	262	0.937323	179
0	300	4	212	1.90797	89
0	300	8	181	3.40756	41
0	300	16	108	3.75	14
0	300	32	87	2	4
0	300	64	79	-0	1
0	301	1	343	0.374322	296
0	301	2	260	0.909121	176
0	301	4	206	1.83484	86
0	301	8	180	3.28191	41
0	301	16	109	3.75	14
0	301	32	87	2	4
0	301	64	79	-0	1
0	302	1	346	0.41269	340
0	302	2	269	1.00354	191
0	302	4	218	1.98662	90
0	302	8	183	3.4015	40
0	302	16	108	3.875	14
0	302	32	85	2	4
0	302	64	79	-0	1
0	303	1	345	0.375221	297
0	303	2	257	0.931556	188
0	303	4	211	1.93257	96
0	303	8	181	3.3127	43
0	303	16	109	3.5	14
0	303	32	87	2	4
0	303	64	79	-0	1
0	304	1	349	0.410995	338
0	304	2	272	1.0029	193
0	304	4	223	2.05752	99
0	304	8	180	3.31839	43
0	304	16	111	3.625	14
0	304	32	86	2	4
0	304	64	79	-0	1
0	305	1	351	0.385019	308
0	305	2	270	0.96746	195
0	305	4	216	1.97187	100
0	305	8	180	3.35832	44
0	305	16	107	3.75	14
0	305	32	85	2	4
0	305	64	79	-0	1
0	306	1	348	0.383249	306
0	306	2	267	0.960264	186
0	306	4	214	1.98338	99
0	306	8	175	3.3005	43
0	306	16	106	3.625	14
0	306	32	85	2	4
0	306	64	79	-0	1
0	307	1	339	0.392051	316
0	307	2	270	0.974475	195
0	307	4	211	1.98895	101
0	307	8	179	3.39723	43
0	307	16	106	3.625	14
0	307	32	84	2	4
0	307	64	79	-0	1
0	308	1	346	0.415223	343
0	308	2	275	1.02473	199
0	308	4	233	2.06226	98
0	308	8	188	3.51548	43
0	308	16	109	3.625	15
0	308	32	84	2	4
0	308	64	79	-0	1
0	309	1	337	0.377013	299
0	309	2	264	0.935521	181
0	309	4	208	1.95054	100
0	309	8	181	3.39494	45
0	309	16	109	3.70282	15
0	309	32	87	2	4
0	309	64	79	-0	1
0	310	1	331	0.370716	292
0	310	2	257	0.920983	178
0	310	4	211	1.91395	94
0	310	8	180	3.381	44
0	310	16	107	4	15
0	310	32	87	2	4
0	310	64	79	-0	1
0	311	1	349	0.389423	313
0	311	2	263	0.94461	182
0	311	4	208	1.92351	92
0	311	8	182	3.46386	44
0	311	16	107	3.875	15
0	311	32	85	1.5	4
0	311	64	79	-0	1
0	312	1	340	0.385902	309
0	312	2	264	0.953626	188
0	312	4	206	1.87325	91
0	312	8	180	3.43352	43
0	312	16	108	3.875	15
0	312	32	86	2	4
0	312	64	79	-0	1
0	313	1	354	0.399006	324
0	313	2	272	0.981315	194
0	313	4	208	1.93924	93
0	313	8	181	3.47649	45
0	313	16	107	3.75	15
0	313	32	86	2	4
0	313	64	79	-0	1
0	314	1	348	0.416906	345
0	314	2	271	1.0121	195
0	314	4	215	2.02235	95
0	314	8	192	3.64907	45
0	314	16	108	3.875	15
0	314	32	85	2	4
0	314	64	79	-0	1
0	315	1	357	0.413535	341
0	315	2	278	0.999822	196
0	315	4	216	2.04744	99
0	315	8	186	3.61083	46
0	315	16	108	3.45282	15
0	315	32	85	2	4
0	315	64	79	-0	1
0	316	1	368	0.426085	356
0	316	2	280	1.03243	199
0	316	4	217	2.12325	104
0	316	8	181	3.58559	47
0	316	16	108	3.875	16
0	316	32	86	2	4
0	316	64	79	-0	1
0	317	1	381	0.436763	369
0	317	2	288	1.06578	210
0	317	4	216	2.10218	101
0	317	8	184	3.68668	46
0	317	16	109	3.625	15
0	317	32	86	2	4
0	317	64	79	-0	1
0	318	1	364	0.421095	350
0	318	2	281	1.04345	210
0	318	4	214	2.09866	104
0	318	8	182	3.58559	47
0	318	16	109	3.625	15
0	318	32	84	2	4
0	318	64	79	-0	1
0	319	1	368	0.420259	349
0	319	2	283	1.03811	209
0	319	4	212	2.03605	100
0	319	8	185	3.58493	47
0	319	16	110	3.375	16
0	319	32	85	2	4
0	319	64	79	-0	1
0	320	1	364	0.435132	367
0	320	2	285	1.07494	214
0	320	4	222	2.13184	103
0	320	8	185	3.59013	47
0	320	16	108	3.625	16
0	320	32	85	2	4
0	320	64	79	-0	1
0	321	1	372	0.410146	337
0	321	2	280	1.03832	217
0	321	4	217	2.04329	101
0	321	8	183	3.49249	47
0	321	16	110	3.57782	16
0	321	32	85	2	4
0	321	64	79	-0	1
0	322	1	356	0.431036	362
0	322	2	279	1.0726	215
0	322	4	224	2.11369	101
0	322	8	184	3.58461	45
0	322	16	110	3.32782	16
0	322	32	85	2	4
0	322	64	79	-0	1
0	323	1	361	0.423595	353
0	323	2	275	1.02686	202
0	323	4	217	2.06035	98
0	323	8	184	3.58204	45
0	323	16	111	3.875	16
0	323	32	85	2	4
0	323	64	79	-0	1
0	324	1	358	0.410995	338
0	324	2	274	1.02518	202
0	324	4	213	1.99403	96
0	324	8	182	3.45973	43
0	324	16	110	4	15
0	324	32	85	2	4
0	324	64	79	-0	1
0	325	1	369	0.430213	361
0	325	2	282	1.05572	209
0	325	4	222	2.10185	99
0	325	8	191	3.66087	45
0	325	16	112	3.75	16
0	325	32	85	2	4
0	325	64	79	-0	1
0	326	1	366	0.410146	337
0	326	2	277	1.02316	206
0	326	4	217	2.03275	97
0	326	8	188	3.50794	42
0	326	16	109	3.75	14
0	326	32	85	2	4
0	326	64	79	-0	1
0	327	1	360	0.415223	343
0	327	2	280	1.02167	201
0	327	4	219	2.02403	94
0	327	8	179	3.32036	43
0	327	16	109	3.625	14
0	327	32	85	2	4
0	327	64	79	-0	1
0	328	1	362	0.411843	339
0	328	2	272	1.02616	209
0	328	4	217	2.04635	97
0	328	8	189	3.39809	41
0	328	16	108	3.57782	14
0	328	32	84	1.5	4
0	328	64	79	-0	1
0	329	1	365	0.41438	342
0	329	2	280	1.02305	205
0	329	4	217	2.02167	96
0	329	8	180	3.31225	41
0	329	16	107	3.75	14
0	329	32	86	2	4
0	329	64	79	-0	1
0	330	1	363	0.411843	339
0	330	2	276	1.00865	201
0	330	4	217	2.02009	96
0	330	8	178	3.26855	41
0	330	16	108	3.5	14
0	330	32	86	2	4
0	330	64	79	-0	1
0	331	1	349	0.405029	331
0	331	2	271	0.990815	194
0	331	4	220	2.00221	96
0	331	8	185	3.45105	43
0	331	16	108	3.625	14
0	331	32	87	2	4
0	331	64	79	-0	1
0	332	1	349	0.391176	315
0	332	2	269	0.961341	187
0	332	4	209	1.94141	93
0	332	8	184	3.37917	42
0	332	16	107	3.75	14
0	332	32	86	2	4
0	332	64	79	-0	1
0	333	1	354	0.417746	346
0	333	2	279	1.02053	196
0	333	4	221	1.98402	93
0	333	8	184	3.56426	43
0	333	16	110	3.25	14
0	333	32	85	2	4
0	333	64	79	-0	1
0	334	1	349	0.39814	323
0	334	2	273	0.995275	200
0	334	4	212	2.00969	100
0	334	8	185	3.42795	42
0	334	16	108	3.625	14
0	334	32	86	2	4
0	334	64	79	-0	1
0	335	1	365	0.431036	362
0	335	2	286	1.05052	207
0	335	4	221	2.08568	99
0	335	8	187	3.53714	43
0	335	16	111	3.75	14
0	335	32	86	2	4
0	335	64	79	-0	1
0	336	1	362	0.410146	337
0	336	2	278	1.0118	203
0	336	4	215	1.96959	100
0	336	8	183	3.51732	45
0	336	16	110	3.875	14
0	336	32	86	2	4
0	336	64	79	-0	1
0	337	1	387	0.456805	394
0	337	2	286	1.10485	220
0	337	4	232	2.19765	105
0	337	8	194	3.80558	46
0	337	16	109	3.75	14
0	337	32	86	2	4
0	337	64	78	-0	1
0	338	1	367	0.417746	346
0	338	2	283	1.02791	209
0	338	4	218	2.15416	109
0	338	8	181	3.48201	47
0	338	16	111	3.625	14
0	338	32	86	2	4
0	338	64	79	-0	1
0	339	1	366	0.421929	351
0	339	2	283	1.05259	210
0	339	4	214	2.10486	101
0	339	8	191	3.687	48
0	339	16	111	3.625	14
0	339	32	86	2	4
0	339	64	79	-0	1
0	340	1	345	0.393797	318
0	340	2	269	0.99003	199
0	340	4	206	2.01373	99
0	340	8	178	3.31658	44
0	340	16	104	3.875	14
0	340	32	84	2	4
0	340	64	79	-0	1
0	341	1	355	0.411843	339
0	341	2	270	0.996961	193
0	341	4	215	2.05171	96
0	341	8	183	3.53547	45
0	341	16	109	3.875	14
0	341	32	86	2	4
0	341	64	79	-0	1
0	342	1	346	0.409296	336
0	342	2	276	1.00711	203
0	342	4	211	2.05548	100
0	342	8	184	3.58114	46
0	342	16	108	3.75	14
0	342	32	86	2	4
0	342	64	79	-0	1
0	343	1	367	0.448864	384
0	343	2	283	1.10298	222
0	343	4	217	2.1647	103
0	343	8	185	3.62574	46
0	343	16	109	3.32782	14
0	343	32	87	2	4
0	343	64	78	-0	1
0	344	1	356	0.416065	344
0	344	2	276	1.02681	208
0	344	4	217	2.08034	102
0	344	8	184	3.61173	45
0	344	16	108	3.75	14
0	344	32	86	2	4
0	344	64	79	-0	1
0	345	1	362	0.442439	376
0	345	2	282	1.07465	213
0	345	4	216	2.13324	102
0	345	8	188	3.62962	45
0	345	16	109	3.75	14
0	345	32	87	1.5	4
0	345	64	78	-0	1
0	346	1	363	0.431857	363
0	346	2	279	1.07261	225
0	346	4	217	2.15039	106
0	346	8	183	3.55532	45
0	346	16	107	3.5	14
0	346	32	87	2	4
0	346	64	79	-0	1
0	347	1	367	0.448864	384
0	347	2	282	1.08933	215
0	347	4	219	2.17385	102
0	347	8	183	3.63572	45
0	347	16	107	3.75	14
0	347	32	85	1.5	4
0	347	64	78	-0	1
0	348	1	362	0.425256	355
0	348	2	277	1.02876	205
0	348	4	221	2.07751	98
0	348	8	181	3.46013	44
0	348	16	108	3.625	14
0	348	32	86	2	4
0	348	64	79	-0	1
0	349	1	352	0.422762	352
0	349	2	270	1.03553	204
0	349	4	215	2.08053	98
0	349	8	180	3.51838	45
0	349	16	108	3.625	14
0	349	32	84	2	4
0	349	64	79	-0	1
0	350	1	342	0.39814	323
0	350	2	267	0.968474	188
0	350	4	208	1.97806	95
0	350	8	180	3.43975	42
0	350	16	109	3.75	14
0	350	32	85	2	4
0	350	64	79	-0	1
0	351	1	342	0.3903	314
0	351	2	266	0.97278	190
0	351	4	210	1.96815	95
0	351	8	181	3.46775	44
0	351	16	108	3.57782	15
0	351	32	86	2	4
0	351	64	79	-0	1
0	352	1	340	0.394668	319
0	352	2	267	0.975625	192
0	352	4	216	2.0028	95
0	352	8	186	3.46903	42
0	352	16	107	3.625	14
0	352	32	87	2	4
0	352	64	79	-0	1
0	353	1	337	0.375221	297
0	353	2	261	0.949312	188
0	353	4	204	1.90183	92
0	353	8	180	3.35169	42
0	353	16	108	3.625	14
0	353	32	87	2	4
0	353	64	79	-0	1
0	354	1	331	0.380584	303
0	354	2	255	0.926641	174
0	354	4	207	1.82668	83
0	354	8	180	3.32307	40
0	354	16	104	3.875	14
0	354	32	86	2	4
0	354	64	79	-0	1
0	355	1	331	0.385019	308
0	355	2	257	0.931683	180
0	355	4	205	1.86077	85
0	355	8	181	3.30373	43
0	355	16	108	3.75	14
0	355	32	86	2	4
0	355	64	79	-0	1
0	356	1	337	0.376118	298
0	356	2	258	0.935185	181
0	356	4	206	1.87856	86
0	356	8	181	3.35623	42
0	356	16	107	3.875	14
0	356	32	86	2	4
0	356	64	79	-0	1
0	357	1	336	0.385902	309
0	357	2	260	0.947804	181
0	357	4	211	1.88657	87
0	357	8	177	3.27081	40
0	357	16	107	3.625	14
0	357	32	86	2	4
0	357	64	79	-0	1
0	358	1	337	0.383249	306
0	358	2	266	0.947559	181
0	358	4	203	1.88912	90
0	358	8	178	3.25831	41
0	358	16	107	3.625	14
0	358	32	86	2	4
0	358	64	79	-0	1
0	359	1	349	0.406739	333
0	359	2	269	0.984901	192
0	359	4	218	1.99041	91
0	359	8	179	3.38294	42
0	359	16	108	3.625	14
0	359	32	86	2	4
0	359	64	79	-0	1
0	360	1	347	0.394668	319
0	360	2	266	0.978109	200
0	360	4	212	1.92686	91
0	360	8	178	3.43975	42
0	360	16	108	3.375	14
0	360	32	85	2	4
0	360	64	79	-0	1
0	361	1	359	0.411843	339
0	361	2	276	0.996056	193
0	361	4	213	1.95366	92
0	361	8	181	3.44027	44
0	361	16	110	3.875	15
0	361	32	86	2	4
0	361	64	79	-0	1
0	362	1	347	0.404172	330
0	362	2	275	0.985617	191
0	362	4	213	1.95087	92
0	362	8	179	3.42848	43
0	362	16	109	3.75	15
0	362	32	85	2	4
0	362	64	79	-0	1
0	363	1	346	0.403314	329
0	363	2	266	0.990965	194
0	363	4	215	1.95603	92
0	363	8	185	3.55348	44
0	363	16	108	3.875	15
0	363	32	85	2	4
0	363	64	79	-0	1
0	364	1	346	0.409296	336
0	364	2	269	1.00164	195
0	364	4	211	1.9599	91
0	364	8	181	3.50589	43
0	364	16	105	3.75	15
0	364	32	85	2	4
0	364	64	79	-0	1
0	365	1	355	0.42939	360
0	365	2	274	1.01433	198
0	365	4	218	2.03002	93
0	365	8	184	3.59652	44
0	365	16	108	3.75	15
0	365	32	85	2	4
0	365	64	79	-0	1
0	366	1	351	0.416906	345
0	366	2	272	1.01055	195
0	366	4	211	1.96968	93
0	366	8	180	3.42369	43
0	366	16	107	3.57782	15
0	366	32	85	2	4
0	366	64	79	-0	1
0	367	1	355	0.41438	342
0	367	2	275	1.01387	201
0	367	4	211	1.99643	94
0	367	8	181	3.53587	45
0	367	16	109	3.75	15
0	367	32	84	2	4
0	367	64	79	-0	1
0	368	1	349	0.410995	338
0	368	2	276	1.00016	199
0	368	4	202	1.93642	94
0	368	8	182	3.46858	45
0	368	16	106	3.625	15
0	368	32	85	2	4
0	368	64	79	-0	1
0	369	1	363	0.444052	378
0	369	2	277	1.0674	210
0	369	4	220	2.11705	98
0	369	8	191	3.73516	45
0	369	16	110	3.5	15
0	369	32	84	2	4
0	369	64	78	-0	1
0	370	1	359	0.413535	341
0	370	2	274	1.00894	203
0	370	4	213	2.04587	98
0	370	8	183	3.48745	44
0	370	16	107	4	15
0	370	32	84	1.5	4
0	370	64	79	-0	1
0	371	1	363	0.456805	394
0	371	2	279	1.11632	223
0	371	4	221	2.19457	104
0	371	8	192	3.74152	46
0	371	16	110	4	15
0	371	32	86	2	4
0	371	64	78	-0	1
0	372	1	346	0.396407	321
0	372	2	261	0.989439	203
0	372	4	207	2.00859	101
0	372	8	184	3.51653	44
0	372	16	109	3.625	15
0	372	32	86	2	4
0	372	64	79	-0	1
0	373	1	345	0.393797	318
0	373	2	273	0.967628	187
0	373	4	218	2.0199	98
0	373	8	180	3.45817	44
0	373	16	110	3.625	15
0	373	32	87	2	4
0	373	64	79	-0	1
0	374	1	335	0.39814	323
0	374	2	275	0.988897	193
0	374	4	213	1.97653	95
0	374	8	179	3.42394	43
0	374	16	109	3.75	15
0	374	32	85	1.5	4
0	374	64	79	-0	1
0	375	1	341	0.392051	316
0	375	2	271	0.964204	189
0	375	4	214	1.99651	98
0	375	8	179	3.38735	44
0	375	16	108	4	15
0	375	32	85	2	4
0	375	64	79	-0	1
0	376	1	334	0.387665	311
0	376	2	264	0.946807	181
0	376	4	213	1.87725	89
0	376	8	178	3.38864	42
0	376	16	109	3.70282	15
0	376	32	87	2	4
0	376	64	79	-0	1
0	377	1	335	0.387665	311
0	377	2	260	0.945019	184
0	377	4	208	1.86975	91
0	377	8	185	3.42029	42
0	377	16	106	3.625	15
0	377	32	86	2	4
0	377	64	79	-0	1
0	378	1	328	0.377908	300
0	378	2	264	0.93876	181
0	378	4	207	1.89535	90
0	378	8	179	3.37061	41
0	378	16	107	3.75	15
0	378	32	87	2	4
0	378	64	79	-0	1
0	379	1	331	0.374322	296
0	379	2	261	0.93032	185
0	379	4	211	1.93061	92
0	379	8	178	3.27686	41
0	379	16	105	3.5	15
0	379	32	86	2	4
0	379	64	79	-0	1
0	380	1	321	0.369811	291
0	380	2	259	0.913612	176
0	380	4	210	1.87208	86
0	380	8	177	3.15867	39
0	380	16	107	3.57782	15
0	380	32	87	2	4
0	380	64	79	-0	1
0	381	1	338	0.372522	294
0	381	2	258	0.916331	173
0	381	4	218	1.88691	86
0	381	8	179	3.1488	39
0	381	16	108	3.45282	15
0	381	32	86	2	4
0	381	64	79	-0	1
0	382	1	332	0.387665	311
0	382	2	263	0.933012	174
0	382	4	215	1.86261	83
0	382	8	182	3.27949	39
0	382	16	109	3.875	15
0	382	32	87	2	4
0	382	64	79	-0	1
0	383	1	345	0.397274	322
0	383	2	268	0.970054	186
0	383	4	219	1.95691	89
0	383	8	188	3.43713	42
0	383	16	105	3.75	15
0	383	32	86	2	4
0	383	64	79	-0	1
0	384	1	343	0.408445	335
0	384	2	265	0.974103	189
0	384	4	211	1.9846	91
0	384	8	180	3.35312	41
0	384	16	107	3.625	15
0	384	32	86	2	4
0	384	64	79	-0	1
0	385	1	340	0.39814	323
0	385	2	266	0.973632	189
0	385	4	214	1.98425	93
0	385	8	185	3.53594	44
0	385	16	106	3.875	15
0	385	32	87	2	4
0	385	64	79	-0	1
0	386	1	348	0.415223	343
0	386	2	269	1.01389	197
0	386	4	211	1.99549	92
0	386	8	184	3.52001	44
0	386	16	109	3.5	14
0	386	32	87	2	4
0	386	64	79	-0	1
0	387	1	352	0.413535	341
0	387	2	272	1.02324	208
0	387	4	213	2.00011	95
0	387	8	187	3.61107	45
0	387	16	107	3.75	14
0	387	32	87	2	4
0	387	64	79	-0	1
0	388	1	350	0.436763	369
0	388	2	270	1.05905	210
0	388	4	223	2.00073	90
0	388	8	192	3.54894	43
0	388	16	108	3.625	14
0	388	32	86	2	4
0	388	64	79	-0	1
0	389	1	349	0.39987	325
0	389	2	272	0.994112	200
0	389	4	210	1.95155	93
0	389	8	181	3.3845	42
0	389	16	106	3.32782	14
0	389	32	88	2	4
0	389	64	79	-0	1
0	390	1	355	0.413535	341
0	390	2	276	1.02244	200
0	390	4	217	2.02103	95
0	390	8	191	3.57954	43
0	390	16	110	3.75	14
0	390	32	87	2	4
0	390	64	79	-0	1
0	391	1	346	0.408445	335
0	391	2	275	1.016	202
0	391	4	208	2.01049	98
0	391	8	180	3.51235	44
0	391	16	109	3.75	14
0	391	32	87	2	4
0	391	64	79	-0	1
0	392	1	349	0.431857	363
0	392	2	278	1.04617	202
0	392	4	224	2.07126	96
0	392	8	189	3.59133	43
0	392	16	109	3.5	14
0	392	32	87	2	4
0	392	64	79	-0	1
0	393	1	351	0.39987	325
0	393	2	268	0.998112	196
0	393	4	212	1.9852	95
0	393	8	188	3.47669	42
0	393	16	106	3.625	14
0	393	32	86	2	4
0	393	64	79	-0	1
0	394	1	343	0.39814	323
0	394	2	261	0.997963	199
0	394	4	217	1.98512	93
0	394	8	185	3.5002	44
0	394	16	108	3.625	14
0	394	32	85	2	4
0	394	64	79	-0	1
0	395	1	346	0.382362	305
0	395	2	267	0.959368	189
0	395	4	213	1.96058	97
0	395	8	186	3.48169	46
0	395	16	109	3.57782	14
0	395	32	87	2	4
0	395	64	79	-0	1
0	396	1	346	0.41269	340
0	396	2	269	0.991177	189
0	396	4	218	2.01495	94
0	396	8	184	3.54168	44
0	396	16	109	3.625	14
0	396	32	86	2	4
0	396	64	79	-0	1
0	397	1	354	0.406739	333
0	397	2	272	0.995649	198
0	397	4	224	2.04403	97
0	397	8	180	3.53133	45
0	397	16	109	3.57782	14
0	397	32	86	2	4
0	397	64	79	-0	1
0	398	1	353	0.410995	338
0	398	2	270	1.01137	200
0	398	4	217	2.00904	94
0	398	8	188	3.65796	47
0	398	16	109	3.375	15
0	398	32	85	2	4
0	398	64	79	-0	1
0	399	1	358	0.396407	321
0	399	2	271	0.970926	191
0	399	4	214	2.01594	98
0	399	8	185	3.55463	48
0	399	16	108	3.5	15
0	399	32	86	2	4
0	399	64	79	-0	1
0	400	1	350	0.399006	324
0	400	2	274	0.99264	197
0	400	4	212	1.9741	94
0	400	8	181	3.58428	47
0	400	16	109	3.625	15
0	400	32	87	2	4
0	400	64	79	-0	1
0	401	1	356	0.393797	318
0	401	2	279	0.979641	197
0	401	4	211	1.96065	96
0	401	8	181	3.50973	47
0	401	16	107	3.75	15
0	401	32	87	2	4
0	401	64	79	-0	1
0	402	1	348	0.388545	312
0	402	2	270	0.951622	181
0	402	4	211	1.90912	89
0	402	8	181	3.40681	44
0	402	16	109	3.75	15
0	402	32	86	2	4
0	402	64	79	-0	1
0	403	1	359	0.399006	324
0	403	2	276	0.993333	196
0	403	4	222	1.9904	94
0	403	8	180	3.42443	42
0	403	16	107	3.75	14
0	403	32	87	1.5	4
0	403	64	79	-0	1
0	404	1	357	0.406739	333
0	404	2	269	1.00445	199
0	404	4	212	1.95054	91
0	404	8	178	3.49005	42
0	404	16	109	3.57782	14
0	404	32	87	2	4
0	404	64	79	-0	1
0	405	1	351	0.405885	332
0	405	2	276	0.995888	197
0	405	4	215	1.97549	93
0	405	8	191	3.46441	40
0	405	16	110	3.75	14
0	405	32	88	2	4
0	405	64	79	-0	1
0	406	1	359	0.406739	333
0	406	2	270	1.00153	194
0	406	4	221	2.02471	95
0	406	8	185	3.48628	42
0	406	16	108	3.75	14
0	406	32	86	2	4
0	406	64	79	-0	1
0	407	1	352	0.393797	318
0	407	2	271	0.987937	198
0	407	4	219	1.98688	96
0	407	8	183	3.24107	41
0	407	16	110	3.625	14
0	407	32	86	2	4
0	407	64	79	-0	1
0	408	1	354	0.386784	310
0	408	2	263	0.96056	187
0	408	4	213	1.89061	87
0	408	8	180	3.4024	42
0	408	16	106	3.75	14
0	408	32	85	2	4
0	408	64	79	-0	1
0	409	1	341	0.367997	289
0	409	2	255	0.906204	172
0	409	4	212	1.8146	84
0	409	8	177	3.22772	41
0	409	16	109	3.625	14
0	409	32	85	1.5	4
0	409	64	79	-0	1
0	410	1	345	0.379693	302
0	410	2	266	0.930359	177
0	410	4	211	1.75415	78
0	410	8	178	3.22932	40
0	410	16	110	3.625	14
0	410	32	86	2	4
0	410	64	79	-0	1
0	411	1	334	0.359771	280
0	411	2	255	0.884909	169
0	411	4	207	1.73442	80
0	411	8	180	3.32151	40
0	411	16	109	3.75	14
0	411	32	86	2	4
0	411	64	79	-0	1
0	412	1	335	0.366179	287
0	412	2	258	0.916118	174
0	412	4	212	1.83948	84
0	412	8	182	3.33669	43
0	412	16	110	3.5	15
0	412	32	86	2	4
0	412	64	79	-0	1
0	413	1	328	0.361609	282
0	413	2	261	0.884257	164
0	413	4	205	1.73346	76
0	413	8	180	3.37413	42
0	413	16	112	3.625	14
0	413	32	86	2	4
0	413	64	79	-0	1
0	414	1	340	0.371619	293
0	414	2	255	0.923098	178
0	414	4	215	1.86245	85
0	414	8	181	3.43171	44
0	414	16	110	3.875	15
0	414	32	86	2	4
0	414	64	79	-0	1
0	415	1	329	0.375221	297
0	415	2	264	0.916641	170
0	415	4	208	1.87236	86
0	415	8	178	3.50266	45
0	415	16	109	3.57782	15
0	415	32	86	2	4
0	415	64	79	-0	1
0	416	1	345	0.385902	309
0	416	2	267	0.940791	180
0	416	4	214	1.87522	86
0	416	8	183	3.42329	43
0	416	16	110	3.75	15
0	416	32	86	2	4
0	416	64	79	-0	1
0	417	1	348	0.392051	316
0	417	2	270	0.966798	186
0	417	4	210	1.88857	89
0	417	8	181	3.38699	44
0	417	16	108	3.875	15
0	417	32	86	2	4
0	417	64	79	-0	1
0	418	1	349	0.389423	313
0	418	2	268	0.951127	185
0	418	4	214	1.95574	92
0	418	8	180	3.49294	44
0	418	16	108	3.875	15
0	418	32	85	2	4
0	418	64	79	-0	1
0	419	1	344	0.382362	305
0	419	2	268	0.940656	181
0	419	4	211	1.94521	94
0	419	8	180	3.4811	44
0	419	16	110	4	15
0	419	32	86	2	4
0	419	64	79	-0	1
0	420	1	353	0.376118	298
0	420	2	267	0.92752	179
0	420	4	210	1.92497	93
0	420	8	183	3.43806	44
0	420	16	109	3.625	15
0	420	32	86	2	4
