replicate	generation	Ktl	Kce	Kbr	Htl	Hce	Hbr	Dtl	Dce	Dbr
0	372	92	92	92	-0	-0	-0	0	0	0
0	373	92	92	92	-0	-0	-0	0	0	0
0	374	92	92	92	-0	-0	-0	0	0	0
0	375	92	92	92	-0	-0	-0	0	0	0
0	376	92	92	92	-0	-0	-0	0	0	0
0	377	92	92	92	-0	-0	-0	0	0	0
0	378	92	92	92	-0	-0	-0	0	0	0
0	379	92	92	92	-0	-0	-0	0	0	0
0	380	92	92	92	-0	-0	-0	0	0	0
0	381	92	92	92	-0	-0	-0	0	0	0
0	382	92	92	92	-0	-0	-0	0	0	0
0	383	92	92	92	-0	-0	-0	0	0	0
0	384	92	92	92	-0	-0	-0	0	0	0
0	385	92	92	92	-0	-0	-0	0	0	0
0	386	92	92	92	-0	-0	-0	0	0	0
0	387	92	92	96	-0	-0	0.116115	0	0	0.015625
0	388	92	92	96	-0	-0	0.116115	0	0	0.015625
0	389	92	92	92	-0	-0	-0	0	0	0
0	390	92	92	92	-0	-0	-0	0	0	0
0	391	92	92	96	-0	-0	0.116115	0	0	0.015625
0	392	92	92	97	-0	-0	0.200622	0	0	0.03125
0	393	92	92	98	-0	-0	0.33729	0	0	0.0625
0	394	92	92	98	-0	-0	0.272971	0	0	0.046875
0	395	92	92	98	-0	-0	0.200622	0	0	0.03125
0	396	92	92	92	-0	-0	-0	0	0	0
0	397	92	92	92	-0	-0	-0	0	0	0
0	398	92	92	92	-0	-0	-0	0	0	0
0	399	92	92	96	-0	-0	0.116115	0	0	0.015625
0	400	92	92	96	-0	-0	0.116115	0	0	0.015625
0	401	92	92	97	-0	-0	0.200622	0	0	0.03125
0	402	92	92	97	-0	-0	0.200622	0	0	0.03125
0	403	92	92	97	-0	-0	0.200622	0	0	0.03125
0	404	92	92	97	-0	-0	0.116115	0	0	0.015625
0	405	92	92	98	-0	-0	0.272971	0	0	0.046875
0	406	92	92	98	-0	-0	0.272971	0	0	0.046875
0	407	92	92	100	-0	-0	0.395538	0	0	0.078125
0	408	92	92	99	-0	-0	0.272971	0	0	0.046875
0	409	92	92	98	-0	-0	0.33729	0	0	0.0625
0	410	92	92	98	-0	-0	0.272971	0	0	0.046875
0	411	92	92	99	-0	-0	0.395538	0	0	0.078125
0	412	92	92	99	-0	-0	0.33729	0	0	0.0625
0	413	92	92	99	-0	-0	0.498028	0	0	0.109375
0	414	92	92	98	-0	-0	0.272971	0	0	0.046875
0	415	92	92	98	-0	-0	0.272971	0	0	0.046875
0	416	92	92	99	-0	-0	0.498028	0	0	0.109375
0	417	92	92	99	-0	-0	0.625262	0	0	0.15625
0	418	92	92	102	-0	-0	0.448864	0	0	0.09375
0	419	92	92	101	-0	-0	0.498028	0	0	0.109375
0	420	92	92	101	-0	-0	0.498028	0	0	0.109375
0	421	92	92	101	-0	-0	0.395538	0	0	0.078125
0	422	92	92	100	-0	-0	0.395538	0	0	0.078125
0	423	92	92	99	-0	-0	0.33729	0	0	0.0625
0	424	92	92	100	-0	-0	0.395538	0	0	0.078125
0	425	92	92	98	-0	-0	0.33729	0	0	0.0625
0	426	92	92	100	-0	-0	0.33729	0	0	0.0625
0	427	92	92	99	-0	-0	0.448864	0	0	0.09375
0	428	92	92	99	-0	-0	0.448864	0	0	0.09375
0	429	92	92	100	-0	-0	0.33729	0	0	0.0625
0	430	92	92	98	-0	-0	0.33729	0	0	0.0625
0	431	92	92	98	-0	-0	0.272971	0	0	0.046875
0	432	92	92	97	-0	-0	0.116115	0	0	0.015625
0	433	92	92	92	-0	-0	-0	0	0	0
0	434	92	92	97	-0	-0	0.116115	0	0	0.015625
0	435	92	92	97	-0	-0	0.200622	0	0	0.03125
0	436	92	92	97	-0	-0	0.200622	0	0	0.03125
0	437	92	92	98	-0	-0	0.272971	0	0	0.046875
0	438	92	92	98	-0	-0	0.33729	0	0	0.0625
0	439	92	92	98	-0	-0	0.33729	0	0	0.0625
0	440	92	92	99	-0	-0	0.33729	0	0	0.0625
0	441	92	92	99	-0	-0	0.395538	0	0	0.078125
0	442	92	92	100	-0	-0	0.272971	0	0	0.046875
0	443	92	92	100	-0	-0	0.33729	0	0	0.0625
0	444	92	92	99	-0	-0	0.395538	0	0	0.078125
0	445	92	92	100	-0	-0	0.448864	0	0	0.09375
0	446	92	92	99	-0	-0	0.395538	0	0	0.078125
0	447	92	92	99	-0	-0	0.448864	0	0	0.09375
0	448	92	92	100	-0	-0	0.448864	0	0	0.09375
0	449	92	92	101	-0	-0	0.543564	0	0	0.125
0	450	92	92	102	-0	-0	0.625262	0	0	0.15625
0	451	92	92	101	-0	-0	0.395538	0	0	0.078125
0	452	92	92	101	-0	-0	0.498028	0	0	0.109375
0	453	92	92	102	-0	-0	0.498028	0	0	0.109375
0	454	92	92	102	-0	-0	0.585873	0	0	0.140625
0	455	92	92	101	-0	-0	0.661976	0	0	0.171875
0	456	92	92	103	-0	-0	0.543564	0	0	0.125
0	457	92	92	102	-0	-0	0.728134	0	0	0.203125
0	458	92	92	103	-0	-0	0.448864	0	0	0.09375
0	459	92	92	101	-0	-0	0.543564	0	0	0.125
0	460	92	92	100	-0	-0	0.543564	0	0	0.125
0	461	92	92	100	-0	-0	0.585873	0	0	0.140625
0	462	92	92	100	-0	-0	0.585873	0	0	0.140625
0	463	92	92	101	-0	-0	0.625262	0	0	0.15625
0	464	92	92	101	-0	-0	0.543564	0	0	0.125
0	465	92	92	101	-0	-0	0.661976	0	0	0.171875
0	466	92	92	101	-0	-0	0.757878	0	0	0.21875
0	467	92	92	101	-0	-0	0.625262	0	0	0.15625
0	468	92	92	100	-0	-0	0.896038	0	0	0.3125
0	469	92	92	102	-0	-0	0.728134	0	0	0.203125
0	470	92	92	103	-0	-0	0.912999	0	0	0.328125
0	471	92	92	108	-0	-0	0.857148	0	0	0.28125
0	472	92	92	105	-0	-0	0.757878	0	0	0.21875
0	473	92	96	106	-0	0.116115	0.835116	0	0.015625	0.265625
0	474	92	96	106	-0	0.116115	0.78556	0	0.015625	0.234375
